id,category,difficulty,stem,opt_a,opt_b,opt_c,opt_d,correct,case,rule_id,prong,explanation,tags,daily_eligible
imm-406,imm,5,Connick v. Thompson narrowed Canton failure-to-train liability by holding that:,A single Brady violation does not establish a pattern sufficient for failure-to-train deliberate indifference,Failure-to-train is unavailable in § 1983 cases involving prosecutors,Failure-to-train is unavailable for unconstitutional acts in good faith,Failure-to-train requires sustained negligent supervision over years,a,connick,canton-train,,Connick: Canton failure-to-train requires a pattern; even egregious single violations are insufficient to show pattern of deliberate indifference.,connick;train,false
imm-407,imm,4,Imbler v. Pachtman established absolute prosecutorial immunity for:,Functions intimately associated with the judicial phase of the criminal process (advocacy),All conduct during plea negotiations,All decisions to charge or decline,All actions during a prosecutor's tenure,a,imbler,,absolute,Imbler: absolute immunity applies to advocacy functions — courtroom and trial-related work. Investigation and other tasks are addressed in Buckley.,imbler;prosecutor,false
imm-408,imm,4,Buckley v. Fitzsimmons held that prosecutors:,"Have only qualified immunity for investigative tasks (e.g., evidence-fabrication during investigation), not absolute",Lack any immunity for malicious actions,Have absolute immunity for all conduct during the criminal-justice process,Have qualified immunity from civil suit but absolute immunity from injunctive relief,a,buckley,,absolute,"Buckley: prosecutorial absolute immunity covers advocacy, not investigation. Pre-charge investigative work is subject only to QI.",buckley;prosecutor,false
imm-409,imm,4,Hope v. Pelzer held that 'clearly established' law:,Does not require an on-point case where the constitutional violation is sufficiently obvious,Requires a Supreme Court decision,Requires a case in the same circuit,Always requires a case on point,a,hope,,qi,"Hope: egregious conduct can be 'clearly established' as unconstitutional even without a fact-on-point precedent. Subsequent cases (Anderson, Saucier) have tightened the analysis somewhat.",hope;qi,false
imm-410,imm,5,Taylor v. Riojas held that prison conditions in fecally-contaminated cells were obviously unconstitutional even without an on-point case. The decision:,Was limited to capital-case prisoner litigation,Overruled Hope v. Pelzer,Established a new test for clearly-established law,Affirmed Hope v. Pelzer's principle that egregious conduct can be clearly established without precise precedent,d,taylor-riojas,,qi,Taylor v. Riojas: confirmed that QI does not require precedent on identical facts where the conduct is obviously unconstitutional.,taylor;qi,false
hab-401,hab,5,Heck v. Humphrey held that a § 1983 plaintiff seeking damages for an alleged unconstitutional conviction:,Must elect to forgo damages and seek injunctive relief,Must exhaust state-court remedies before any federal-court suit,"Must first secure invalidation of the conviction (e.g., through habeas) before bringing the § 1983 suit","May proceed in either § 1983 or habeas, at her election",c,,,hab,Heck v. Humphrey: a § 1983 damages claim that would necessarily imply a conviction's invalidity is not cognizable until the conviction has been invalidated.,heck;1983-vs-habeas,false
hab-402,hab,5,Wilkinson v. Dotson clarified that § 1983 may be used (not requiring habeas first) for:,Habeas-style claims with shorter deadlines,Procedural challenges to parole-eligibility processes that would not necessarily imply a conviction's invalidity,Damages claims that would imply conviction-invalidity,Any challenge by a state prisoner,b,,,hab,Wilkinson v. Dotson: § 1983 is available for procedural challenges to parole processes that don't necessarily imply conviction invalidity. Heck distinguishes claims that would imply invalidity.,wilkinson;1983,false
hab-403,hab,5,Schlup v. Delo articulated the actual-innocence gateway standard for excusing procedural default. The standard requires:,Showing actual innocence by clear and convincing evidence,Showing legal innocence regardless of factual guilt,Showing factual innocence beyond a reasonable doubt,"Showing that, more likely than not, no reasonable juror would have convicted in light of new reliable evidence",d,,,hab,Schlup: actual-innocence gateway requires showing more likely than not no reasonable juror would have convicted. Lower standard than freestanding-innocence claims.,schlup;innocence,false
hab-404,hab,5,"In House v. Bell, the Court applied Schlup's actual-innocence gateway to a death-row petitioner with new DNA evidence. The Court held:","The new evidence sufficed under Schlup's preponderance standard, opening the gateway to merits review",Schlup's gateway is unavailable in capital cases,DNA evidence is categorically required for the actual-innocence gateway,Freestanding actual-innocence claims are barred,a,,,hab,House v. Bell: applied Schlup's actual-innocence gateway to allow merits review of defaulted claims; new DNA + other evidence sufficed.,house-bell;innocence,false
hab-405,hab,5,Felker v. Turpin upheld AEDPA's bar on second habeas petitions against a Suspension Clause challenge because:,The Suspension Clause has been repealed by AEDPA,Modified habeas (with gatekeeping by the courts of appeals) remains an adequate substitute for the constitutional writ,Second-habeas petitions are inherently unconstitutional,Suspension Clause challenges require treaty-based authorization,b,felker,,hab,Felker: AEDPA's modified habeas (with court-of-appeals gatekeeping) is an adequate substitute for the constitutional writ; the Suspension Clause is satisfied.,felker;suspension,false
hab-406,hab,4,Lindh v. Murphy held that AEDPA's deferential standards under § 2254(d):,Apply only to non-capital cases,Apply retroactively to all pending petitions,Apply only to capital cases,"Apply only to petitions filed after AEDPA's effective date (April 24, 1996)",d,,,hab,Lindh v. Murphy: AEDPA applies prospectively to petitions filed after the effective date.,lindh;effective-date,false
hab-407,hab,5,Whorton v. Bockting held that Crawford v. Washington's interpretation of the Confrontation Clause is:,Retroactive as a watershed procedural rule,Retroactive only in capital cases,Retroactive as a substantive rule,Not retroactive on collateral review under Teague v. Lane,d,teague,teague-retro,hab,Whorton v. Bockting: Crawford was a 'new procedural rule' that didn't qualify for Teague's narrow exceptions; not retroactive on collateral review.,whorton;teague,false
hab-408,hab,5,"In Skinner v. Switzer, the Court held that a § 1983 claim seeking access to evidence for DNA testing:",Is permitted because it does not necessarily imply the conviction's invalidity,Is barred because such challenges must proceed under habeas,Is governed by AEDPA's procedural rules,Requires consent of the state attorney general,a,,,hab,Skinner v. Switzer: a § 1983 due-process claim for DNA-testing access is not barred by Heck because access to evidence does not imply the conviction's invalidity.,skinner;1983,false
hab-409,hab,4,"Edwards v. Carpenter held that, to serve as 'cause' to excuse procedural default:",IATC claims are automatically excused without separate exhaustion,Procedural default may be excused based on actual prejudice alone,No further exhaustion is required after the federal habeas petition is filed,Ineffective-assistance-of-appellate-counsel claims must themselves have been exhausted in state court,d,,default-cause,hab,Edwards v. Carpenter: 'exhaustion within exhaustion' — IATC claims used as cause must themselves have been exhausted in state court.,edwards;exhaustion,false
hab-410,hab,5,Frank v. Mangum and Brown v. Allen represent two early eras of federal habeas. Brown v. Allen:,Narrowed federal habeas to jurisdictional defects only,Established the Wainwright cause-and-prejudice standard,Created the actual-innocence gateway,"Expanded federal habeas review to encompass all federal-law questions, including factual ones",d,brown-allen,,hab,Brown v. Allen: foundational expansion of federal habeas review. Frank v. Mangum had restricted habeas to jurisdictional defects.,brown-allen;scope,false
just-501,just,4,Sierra Club v. Morton (1972) held that an environmental organization's mere interest in conservation:,Is sufficient if the group has incorporated as a 501(c)(3),Is insufficient for standing absent a showing that members would be concretely harmed,Is sufficient because environmental groups have institutional standing,Confers parens patriae standing,b,,,,Sierra Club v. Morton: 'mere interest' is not enough; the organization must show concrete harm to members. The case prompted environmental groups to add affiant members.,sierra-club;standing,false
just-502,just,5,FEC v. Akins held that voters have standing to challenge an FEC determination that a particular organization is not a 'political committee' subject to disclosure. The Court reasoned:,FEC determinations are nonjusticiable political questions,Information injuries (lack of statutorily-required disclosure) can be concrete and particularized,Voters lack Article III standing in election cases,Voter standing is categorical for any campaign-finance dispute,b,,,,"Akins: information injuries from withheld disclosures can be concrete and particularized, conferring standing. Compare TransUnion's narrowing of bare statutory violations.",akins;information-injury,false
just-503,just,4,"Honig v. Doe applied the 'capable of repetition, yet evading review' mootness exception to special-education-discipline disputes. The exception requires:",Express congressional designation as recurring,An ongoing controversy involving the same plaintiff,Exceptional public importance overriding mootness,Short-duration challenged conduct that will likely recur to the same plaintiff,d,,,mootness,Honig v. Doe: classic application of the capable-of-repetition exception to discipline disputes that resolve before review can complete.,honig;mootness,false
just-504,just,4,Heckler v. Mathews involved a Social Security gender-classification challenge. The Court found standing because:,Social Security benefits are property interests,Severability automatically conferred standing,All gender-classification challenges have standing,"The plaintiff was injured by being treated as part of a discriminated-against class, regardless of severability",d,,,,"Heckler v. Mathews: standing exists when the plaintiff is treated unequally, regardless of whether the remedy would extend or eliminate the benefit (severability question).",heckler;standing,false
just-505,just,5,"In Department of Commerce v. New York (2019), the Court held the states had standing to challenge the Census Bureau's citizenship-question decision because:",States categorically have standing in federal-government disputes,"Concrete economic and political consequences (loss of federal funds, congressional representation) sufficed",Census matters are uniquely state-court matters,States acted in parens patriae for their citizens,b,,,,Department of Commerce v. NY: the Court found state standing based on concrete economic and political consequences flowing from the citizenship question.,census;states-standing,false
just-506,just,4,A pretrial detainee challenges the conditions of his detention; he is released before the case is decided. The case is:,Moot unless the detention exceeded statutory limits,Moot upon release,Live if collateral consequences flow from the detention or if the conditions are capable of repetition,Live only if the petitioner is rearrested,c,,,mootness,Mootness analysis: collateral consequences and capable-of-repetition exceptions can preserve detention-condition challenges.,detention;mootness,false
just-507,just,5,"DaimlerChrysler v. Cuno (2006) rejected state-taxpayer standing to challenge a state tax credit, reasoning that:",State taxpayer standing is generally barred for the same reasons as federal taxpayer standing under Frothingham,The challenge implicated nonjusticiable political questions,DaimlerChrysler claims are governed by state-law standing,State taxpayer standing is broader than federal taxpayer standing,a,frothingham,,,"DaimlerChrysler v. Cuno: state-taxpayer standing for federal-court challenges is generally barred, applying Frothingham/Mellon principles.",daimlerchrysler;taxpayer,false
just-508,just,5,Hein v. Freedom from Religion Foundation narrowed Flast's taxpayer-standing exception by holding that:,Flast does not apply to executive-branch spending using general appropriations (vs. Congressional appropriations specifically directed to religious uses),Flast was effectively overruled,Flast applies only to direct subsidies to religious institutions,Flast applies to all federal spending challenges,a,flast,flast-test,,Hein: Flast's exception is limited to congressional spending specifically directed to religious uses; executive-branch spending from general appropriations is not within Flast.,hein;narrowed,false
just-509,just,5,Arizona Christian School Tuition Organization v. Winn (2011) held that taxpayers lack standing to challenge a state tax credit for donations to school-tuition organizations because:,A tax credit (vs. direct expenditure) does not give taxpayer-funded support to religion in the Flast sense,Tax credits are categorically beyond Flast,School-tuition challenges are nonjusticiable,States have absolute discretion over tax credits,a,,,,Winn: tax credits don't 'extract' funds from taxpayers like direct appropriations; taxpayer standing under Flast doesn't apply.,winn;tax-credits,false
just-510,just,4,Spokeo v. Robins (2016) held that Article III injury must be:,Particularized only — concreteness was a misreading,Both concrete and tangible,Either concrete or particularized — both are not required,Concrete (not just particularized) — bare procedural violations don't necessarily suffice,d,transunion,,injury-in-fact,Spokeo: concrete and particularized are separate requirements. Bare statutory violations may not be concrete. TransUnion later sharpened this.,spokeo;injury,false
cong-501,cong,5,"Glidden v. Zdanok (1962) held that judges of certain federal-court entities (Court of Claims, Court of Customs and Patent Appeals) were:",Article III judges with full life tenure and salary protection,Territorial judges outside Article III,Hybrid judges with limited Article III protections,Article I judges with non-Article III status,a,,,structure,Glidden v. Zdanok: certain specialized federal courts were determined to be Article III tribunals despite their structural distinctness.,glidden;article-iii,false
cong-502,cong,5,Patchak v. Zinke (2018) upheld a federal statute that stripped jurisdiction over a particular pending case. The Court reasoned:,Such statutes are valid only if applied prospectively,Such statutes require a Constitutional amendment,"Congress may strip jurisdiction even over pending cases without violating Klein, so long as it does not direct the rule of decision",All jurisdiction-stripping over pending cases violates Klein,c,klein,,jurisdiction-stripping,Patchak: jurisdiction-stripping over pending cases is generally permissible; Klein remains a narrow exception for outcome-rigging through 'rule-of-decision' manipulation.,patchak;klein,false
cong-503,cong,4,Robertson v. Seattle Audubon (1992) addressed Congressional revisions of substantive law applicable to pending environmental litigation. The Court held:,"Congressional changes to substantive law applicable to pending cases generally don't violate Klein, even when they effectively dictate outcomes",All such revisions violate Klein,Such revisions require Senate supermajority,Such revisions are valid only for environmental cases,a,klein,,jurisdiction-stripping,"Robertson v. Seattle Audubon: Congress may change substantive law applicable to pending cases — Klein addresses jurisdictional manipulation, not substantive-law changes.",robertson;klein,false
cong-504,cong,4,"In Northern Pipeline v. Marathon (1982), the plurality identified three categorical exceptions to Article III adjudication:","Public-rights, military, and admiralty matters","Bankruptcy, magistrate, and territorial matters","Article I tribunals, public-rights, and ALJ-adjudicated","Territorial courts, military courts, and public-rights matters",d,northern-pipeline,,non-art-iii,"Northern Pipeline plurality identified the three classic exceptions: territorial, military, and public-rights. Non-Article III adjudication outside these is suspect.",northern-pipeline;exceptions,false
cong-505,cong,5,Bowsher v. Synar (1986) struck down a provision making the Comptroller General (a legislative officer) responsible for executive-budget functions. The principle:,Congress may not assign executive functions to an officer it controls — the structural separation prohibits it,Comptroller General is unconstitutional,Congress lacks authority over budget enforcement,Federal budget caps are non-self-executing,a,,,structure,Bowsher v. Synar: Congress can't reserve to itself (or its officer) executive functions. Pure structural separation case.,bowsher;separation,false
cong-506,cong,5,"Mistretta v. United States (1989) upheld the Sentencing Guidelines, including the Sentencing Commission's location in the judicial branch. The Court held:",The Sentencing Commission violates separation of powers,Article III judges may serve on the Sentencing Commission because guideline-setting is sufficiently judicial in nature,Sentencing is exclusively legislative,Article III judges may not perform any extra-judicial duties,b,,,structure,Mistretta: judges' service on the Sentencing Commission is permissible; sentencing-related work is sufficiently judicial.,mistretta;structure,false
cong-507,cong,4,Article III judges may take 'senior status' under 28 U.S.C. § 371. This:,Requires Senate confirmation,Constitutes mandatory retirement,Forfeits Article III protections,Permits continued judicial service with reduced workload while preserving full salary and tenure,d,,,structure,§ 371: senior status is a privilege of Article III judges allowing reduced workload while maintaining full salary and constitutional protections.,senior-status;article-iii,false
cong-508,cong,4,"28 U.S.C. § 1334 confers 'arising under,' 'arising in,' and 'related to' bankruptcy jurisdiction. 'Related to' includes:",Only proceedings between the trustee and creditors,Civil proceedings whose outcome could conceivably affect the bankruptcy estate,Only proceedings within the same district,Only state-law claims involving the debtor,b,,,non-art-iii,§ 1334's 'related to' jurisdiction is very broad — any civil proceeding that could 'conceivably affect' the estate.,bankruptcy;1334,false
cong-509,cong,4,The Federal Magistrates Act (28 U.S.C. § 631 et seq.) provides for magistrate judges. Their tenure:,Is 4 years with Senate confirmation,Is life tenure with Senate confirmation,Is unlimited at the pleasure of the district court,"Is 8 years for full-time magistrate judges, with reappointment by district judges",d,,,non-art-iii,"§ 631(e): full-time magistrate judges serve 8-year terms, renewable by district judges.",magistrate;tenure,false
cong-510,cong,5,Oil States v. Greene's Energy upheld inter partes review at the PTAB because:,Patentee consent permits Article I adjudication,Patent disputes are categorically administrative,The 7th Amendment doesn't apply to patent claims,"Patents are public rights involving an extension of governmental power, subject to non-Article III adjudication",d,,,non-art-iii,Oil States: patents are public rights extending sovereign authority; Congress may channel patent-validity disputes to non-Article III tribunals (the PTAB).,oil-states;public-rights,false
fqj-501,fqj,4,"Under 28 U.S.C. § 1441(c), removal may be available where:",The plaintiff consents to removal,Diversity is satisfied for at least one defendant,"A federal-question claim is joined with otherwise non-removable claims, with severance and remand of unrelated claims",Any federal-law issue is implicated,c,,,,"§ 1441(c): a separable federal-question claim allows removal of the federal portion, with severance and remand of the unrelated state-law claims.",section-1441;separate-claims,false
fqj-502,fqj,5,Watson v. Philip Morris narrowed § 1442 federal-officer removal by holding that:,§ 1442 requires a federal-law defense,"Private contractors must be 'acting under' a federal officer in a closely-supervised, work-like sense — mere regulation is insufficient",All federally-regulated entities qualify under § 1442,§ 1442 applies only to federal employees,b,,,,"Watson v. Philip Morris: 'acting under' requires close supervision in a relationship resembling principal-agent, not mere regulatory compliance.",watson;federal-officer,false
fqj-503,fqj,4,"Federal-question jurisdiction in bankruptcy is conferred by 28 U.S.C. § 1334, with district-court jurisdiction over:",Only adversary proceedings between trustee and creditors,Only proceedings filed within the same federal district,Only matters within Title 11 of the U.S. Code,"All civil proceedings 'arising under,' 'arising in,' or 'related to' bankruptcy cases",d,,,,§ 1334: broad bankruptcy jurisdiction encompasses all civil proceedings related to the bankruptcy case.,bankruptcy;1334,false
fqj-504,fqj,5,"Federal common-law claims (e.g., act of state, foreign relations) generally fall within FQJ because:",Article III's foreign-sovereign clause supplies jurisdiction,§ 1332 alienage diversity covers them,Federal common law is exclusively a state-court matter,"They are federal-law claims arising under federal common law, satisfying § 1331",d,,,,Federal common law claims are federal-law claims for FQJ purposes — they 'arise under' federal common law for § 1331 purposes (Illinois v. City of Milwaukee).,fcl;fqj,false
fqj-505,fqj,4,Plaintiff sues in state court asserting a state-law breach-of-contract claim. Defendant alleges federal preemption under ERISA as a defense. Under L&N v. Mottley:,Removal is improper unless the defendant invokes § 1442,Removal is proper because preemption is a substantial federal issue,Removal is improper because the federal-law issue appears only in the defense — unless complete preemption applies,Removal is proper because federal-law defenses qualify after Skelly Oil,b,mottley,mottley-wpc,,"Mottley + complete preemption: federal-law defenses don't support removal under the WPC rule, but ERISA's complete preemption is a recognized exception that converts state-law claims to federal.",mottley;complete-preemption,false
fqj-506,fqj,5,"In Gunn v. Minton, the Court rejected FQJ over a legal-malpractice claim alleging an attorney mishandled a prior patent case. The Court reasoned:",Patent malpractice is a uniquely state-law matter,The state court was the more convenient forum,The federal patent issue was hypothetical and would not affect the federal patent docket — Grable's substantiality factor was not satisfied,Malpractice claims arise under state law per the Holmes rule,c,gunn,grable-fqj,,Gunn v. Minton: substantiality requires importance to the federal system. Hypothetical patent issues in malpractice cases don't affect the federal patent docket.,gunn;substantial,false
fqj-507,fqj,4,"'Snap removal' refers to a defendant removing under § 1441(b) before being formally served, taking advantage of the forum-defendant rule's literal requirement that no defendant be 'properly joined and served.' Lower courts:","Have split on whether snap removal is permitted; some allow it on the statute's plain text, others reject it as a manipulation",Have referred the question to Supreme Court certification,Have universally rejected snap removal,Have universally permitted snap removal,a,,,,Snap removal: a contested practice where defendants remove before formal service to avoid the forum-defendant rule. Circuit courts split.,snap-removal,false
fqj-508,fqj,5,28 U.S.C. § 1369 grants federal jurisdiction over multiparty mass-disaster cases involving:,Maritime disasters within U.S. territorial waters,Federal-officer involvement in disaster relief,Class actions involving more than 100 plaintiffs,"75+ deaths from a single incident, with minimal diversity among the parties",d,,,,§ 1369 multiparty multiforum jurisdiction: 75+ deaths plus minimal diversity. Designed for mass-disaster consolidation.,section-1369;multiforum,false
fqj-509,fqj,4,"In a multiple-defendant removal, all defendants must:",Generally consent to removal under the 'rule of unanimity',Agree to waive jury trial,Be served before the lead defendant removes,Have the same federal-law defense,a,,,,"Removal generally requires unanimous consent of all properly-joined defendants. Independent removal grounds (e.g., § 1442 federal-officer) provide exceptions.",removal;unanimity,false
fqj-510,fqj,5,Burford abstention permits federal courts to stay or dismiss a case to avoid interference with state regulatory schemes. The doctrine applies when:,The federal court has parallel state proceedings on similar facts,Federal-court resolution would disrupt complex state regulatory frameworks involving substantial state interests,The federal-law claim is paralleled by state law,The state has expressly invoked abstention,b,,,,"Burford abstention: federal courts decline jurisdiction to avoid disrupting complex state regulatory schemes (e.g., oil-and-gas regulation). Narrow but non-trivial doctrine.",burford;abstention,false
scsr-501,scsr,5,Beard v. Kindler held that a state procedural rule may be 'adequate' to bar federal review even if:,The state court has not formally published the rule,The state procedural rule is novel,The state court has discretion to forgive procedural violations in some cases,The procedural ground bars federal claims specifically,c,naacp-al,,a-and-i,Beard v. Kindler: discretionary state procedural rules can still be 'adequate' for A&I purposes; discretion alone doesn't make a rule inadequate.,beard;adequate,false
scsr-502,scsr,4,"Where a state-court ruling rests on a state-procedural ground that is firmly established and regularly followed, the Supreme Court generally:",Finds the ground inadequate due to state-court regularity,Finds the ground 'adequate' and declines federal review,Vacates and remands for state-court reconsideration,Reviews the state's procedural rule itself,b,naacp-al,,a-and-i,Adequate state procedural grounds: firmly established + regularly followed + applied in the case = adequacy bar to federal review (NAACP creates the novelty exception).,adequate;procedural,false
scsr-503,scsr,4,"Under Michigan v. Long, a state court can avoid federal review of a state-law-friendly outcome by:",Certifying the question to the federal court,Reaching the federal-law issue first in the opinion,Explicitly stating that the result rests on independent state-law grounds adequate to support the judgment,Citing state-law cases alongside federal cases,c,michigan-long,mich-long,a-and-i,Long: state courts must explicitly invoke independent state grounds to bar federal review. Implicit reliance is not enough.,long;invocation,false
scsr-504,scsr,4,The Michigan v. Long dissent argued the Court should:,Categorically refuse to review state-court interpretations of federal law,Vacate and remand whenever the basis is unclear,Always apply state-law analysis when both are mentioned,"Decline review when state courts overprotect federal rights, leaving the people to vote against state-court interpretations they dislike",d,michigan-long,mich-long,a-and-i,Long dissent (Stevens): state-court overprotection of federal rights should not trigger federal review — political processes can correct mistakes.,long;dissent,false
scsr-505,scsr,5,"In Indiana ex rel. Anderson v. Brand, the state court held a teacher's contract was not formed under state law, defeating a Contracts Clause claim. The Supreme Court:",Declined review under Murdock,Deferred entirely to the state-court interpretation,Vacated and remanded for clarification,Reviewed the state-law contract question because it was antecedent to the federal right,d,brand,,a-and-i,"Brand: where state-law antecedents determine federal rights, the Supreme Court may review with deference but not absolute fidelity.",brand;antecedent,false
scsr-506,scsr,4,Capital Cities Media v. Toole permits the Supreme Court to:,Vacate and remand whenever federal law is mentioned,Vacate and remand for clarification when a state-court opinion's basis is ambiguous,Issue advisory opinions on hypothetical state-law questions,Vacate and remand for state-law reinterpretation,b,capital-cities,,a-and-i,Capital Cities: vacate-and-remand for clarification is one of the Court's tools for ambiguous state-court opinions; alternatives include applying Long's presumption.,capital-cities;remand,false
scsr-507,scsr,4,"In Cardinale v. Louisiana, the Court declined review because:",The federal claim was insubstantial,The state court had reached the federal claim as alternative grounds,"The federal claim was first raised in the petition for certiorari, not in state court below",The state court's procedural ruling was independent and adequate,c,cardinale,,,Cardinale: federal claims must be raised below to support Supreme Court review. Cert-petition claims unsupported by state-court litigation are barred.,cardinale;preservation,false
scsr-508,scsr,4,NAACP v. Alabama held that a state procedural ground was inadequate to bar federal review because:,The procedural application was novel and inconsistent with the state's own prior practice,The state procedural rule was unwritten,The state ground was unconstitutional,The state had failed to publish its procedural rules,a,naacp-al,,a-and-i,"NAACP v. Alabama: novel state procedural applications can fail the 'adequacy' requirement, particularly where deployed against unpopular litigants.",naacp;novel,false
scsr-509,scsr,4,A criticism of Michigan v. Long's bright-line rule is that:,It contradicts Murdock's general state-law deference,It creates federalism friction,"It encourages state courts to be explicit, but at the cost of inviting overprotection — state courts may decline to interpret federal law to avoid review",An antecedent state-law issue may be reviewed where it determines a federal right,c,michigan-long,mich-long,a-and-i,"Long's bright-line creates incentives but also tensions — state courts may decline to interpret federal law (overprotecting state-court interpretation), creating federalism friction.",long;critique,false
scsr-510,scsr,3,"Under Murdock v. Memphis, the Supreme Court's review of state-court judgments:",Is generally limited to federal-law questions,Includes review of all errors in the state-court reasoning,Extends to state-law antecedent issues unless waived,Reaches state-law procedural rulings,a,murdock,,,Murdock: federal Supreme Court reviews only federal-law questions. State law generally untouchable except via Brand antecedent.,murdock;black-letter,false
erie-501,erie,5,"In a diversity case, the federal court must apply state substantive law. Whether a state-law rule is 'substantive' or 'procedural' for Erie purposes:",Depends on whether applying it would alter outcomes or encourage forum-shopping (Erie/York/Hanna),Is determined by the location of the rule in state codification,Depends on the state-court's classification,Is a question of federal common law,a,erie,,,"Erie/York/Hanna line: classification depends on functional analysis (outcome-determinative + forum-shopping concerns + inequitable administration), not state-court labels.",erie;substantive,false
erie-502,erie,4,Hanna v. Plumer's two-track analysis distinguishes:,Cases involving FRCP rules (REA-authorized — apply if valid) from unguided Erie choices (apply outcome-determinative test),Cases in federal vs state court,Cases involving citizens of different states,Cases involving substantive vs procedural law,a,,,,Hanna's two-track: REA-authorized FRCP rules apply over conflicting state law without further outcome-determinative analysis. Unguided Erie choices apply the modified outcome-determinative test.,hanna;two-track,false
erie-503,erie,5,"Walker v. Armco Steel held that, in a diversity action, the federal court should apply:",State law governing when a state-law claim is 'commenced' for SOL purposes — service vs filing,FRCP 3 (filing the complaint) as the commencement event,Federal common law of SOL accrual,Whichever rule is more favorable to the plaintiff,a,erie,,,Walker v. Armco: state law governs SOL commencement (service vs filing) in diversity actions — the rule is substantive/outcome-determinative for Erie purposes.,walker;sol,false
erie-504,erie,5,"Stewart Org. v. Ricoh held that 28 U.S.C. § 1404(a) (federal venue-transfer statute) controls over conflicting state forum-selection-clause law in diversity, because:",Venue is exclusively federal-law,§ 1404(a) is a valid federal procedural statute that supplants state law on venue transfer,Forum-selection clauses are procedural under Erie,Section 1404 is part of the FRCP,b,erie,,,Stewart Org. v. Ricoh: federal venue-transfer law (§ 1404(a)) is a valid federal procedural statute that controls over conflicting state law on forum-selection-clause enforcement.,stewart;ricoh,false
erie-505,erie,5,Gasperini v. Center for Humanities held that a federal court in a diversity action must apply state law on:,Whichever standard is more deferential,Boyle's three-prong contractor defense preempts state tort law,"The propriety of jury-verdict review for excessiveness, treating the state's substantive limit as substantive for Erie purposes",Federal-law standards for jury review under FRCP 59,c,erie,,,Gasperini: state law on jury-verdict review affects substantive recovery rules; the state limit is substantive for Erie. Federal courts apply state-law-influenced standards.,gasperini;jury,false
erie-506,erie,5,"Shady Grove Orthopedic v. Allstate Insurance held that FRCP 23 (federal class actions) controls over conflicting state law that limits class-action availability, because:",Federal courts have discretion to ignore state class-action limits,State limits on class actions violate the Equal Protection Clause,Class actions are uniquely federal,FRCP 23 is a valid REA rule that permits class actions in federal court regardless of state limits,d,,,,"Shady Grove: FRCP 23 controls over conflicting state law in diversity, even when state law would bar the class action. Plurality and concurring opinions split on the analysis.",shady-grove;class,false
erie-507,erie,5,"Klaxon v. Stentor held that, in diversity actions, federal courts must apply:",The Restatement (Second) of Conflict of Laws,Federal common-law choice-of-law principles,The choice-of-law rules of the state in which the federal court sits,Whichever choice-of-law rule applies in the state with the most-significant relationship,c,erie,,,"Klaxon: in diversity, federal courts apply the choice-of-law rules of the forum state. Erie applies to choice-of-law as well as substantive law.",klaxon;choice,false
erie-508,erie,5,"In Day & Zimmermann v. Challoner (1975), the Court reaffirmed Klaxon despite arguments that federal common law should provide uniform choice-of-law rules in diversity. The Court reasoned:",Erie's anti-forum-shopping principles require federal courts to apply state choice-of-law rules,Federal common law would be administratively complex,Federal courts lack authority to develop common-law choice-of-law rules,Choice-of-law is exclusively state-law,a,erie,,,Day & Zimmermann: reaffirmed Klaxon. Federal courts in diversity apply forum-state choice-of-law rules.,day-zimmermann;klaxon,false
erie-509,erie,5,Sun Oil v. Wortman addressed whether federal-court choice-of-law decisions must comport with federal due process. The Court held:,"States may apply their own statutes of limitations even to suits on out-of-state contracts, without violating due process",Klaxon should be overruled,Federal common law of choice-of-law applies in diversity,States must apply the statute-of-limitations of the state with the most-significant relationship,a,erie,,,Sun Oil v. Wortman: state SOL choices generally comport with due process. Choice-of-law leeway is broad.,sun-oil;due-process,false
erie-510,erie,5,"For a federal cause of action where Congress has not specified a SOL, modern doctrine generally:",Applies the SOL of the state where the cause of action accrued,Borrows the most analogous state SOL unless uniformity is essential — drawing from Wilson v. Garcia and Kimbell Foods,Applies a uniform federal SOL drawn from federal common law,Applies the longer of state and federal SOLs,b,kimbell,,,Wilson v. Garcia / Kimbell Foods: borrow most analogous state SOL absent uniformity need. § 1658 provides a default for post-1990 federal statutes.,fcl;sol,false
roa-501,roa,3,Bivens v. Six Unknown Named Agents recognized an implied damages remedy for:,Eighth Amendment medical claims,Fourth Amendment violations by federal officers in the home,First Amendment retaliation,Fifth Amendment due-process violations,b,bivens,,,Bivens's narrow original holding: 4A damages remedy for federal-officer warrantless search of a home.,bivens;black-letter,false
roa-502,roa,5,"After Egbert v. Boule, a federal court considering whether to extend Bivens asks:",Whether special factors counsel hesitation under traditional principles,Whether alternative remedies are adequate substitutes for damages,"Whether any rational reason exists for political-branch handling, in which case extension fails",Whether the constitutional right is clearly established,c,egbert,bivens-extension,,Egbert collapsed the test: any rational reason for Congressional preference defeats Bivens extension.,egbert;test,false
roa-503,roa,4,Davis v. Passman extended Bivens because:,The plaintiff was a federal-prison inmate denied medical care,The plaintiff was a NASA engineer demoted for whistleblowing,"The plaintiff was a Congressional staffer fired on grounds of sex, and Title VII expressly excluded Congressional staff at the time",The plaintiff was a non-citizen detained at the border,c,davis,,,"Davis: Title VII's exclusion of Congressional staff left plaintiff with no other federal remedy, justifying Bivens.",davis;hypo,false
